CRN,Course,Title,Distribution,Time,Professor1,Professor2,Location,Day
13587,AFR 105 - 01,Intro to Black Experience,"HS, SBA",01:30 pm - 04:00 pm,Selwyn Cudjoe,,None,T
13958,AFR 207 - 01,Images Africana People-Cinema,ARS,07:00 pm - 09:30 pm,Pashington Obeng,,None,T
13813,AFR 217 - 01,The Black Family,SBA,11:10 am - 12:20 pm,Ophera Davis,,None,TF
13812,AFR 225 - 01,Intro Black Psychology,SBA,07:00 pm - 09:30 pm,Ophera Davis,,None,W
13960,AFR 234 - 01,Intro to West Indian Lit,LL,07:00 pm - 09:30 pm,Selwyn Cudjoe,,None,M
13961,AFR 255 - 01,Black Woman Cross-Culturally,SBA,01:30 pm - 02:40 pm,Filomina Steady,,None,MR
13592,AFR 297 - 01,Medical Anthro:Comparative Std,SBA,02:15 pm - 04:45 pm,Filomina Steady,,None,W
13962,AFR 311 - 01,African Pentecostalism,REP,02:50 pm - 05:20 pm,Pashington Obeng,,None,M
10596,AMST 101 - 01,Intro to American Studies,HS,09:50 am - 11:00 am,Michael Jeffries,,None,TF
14208,AMST 151 - 01,The Asian American Experience,"HS, REP",11:10 am - 12:20 pm,Yoon Lee,,None,TF
14068,AMST 161 - 01,Latinas/os in the U.S.,SBA,11:10 am - 12:20 pm,Petra Rivera-Rideau,,None,MR
13329,AMST 246 - 01,U.S. Immigration ,SBA,11:10 am - 12:20 pm,Peggy Levitt,,None,MR
13814,AMST 249 - 01,"Celebrity, Fame, and Fortune",SBA,01:30 pm - 04:00 pm,Jonathan Imber,,None,T
13764,AMST 266 - 01,Tpc: American Novels and Films,None,01:30 pm - 02:40 pm,William Cain,,None,TF
13963,AMST 281 - 01,Rainbow Republic: Am Culture,HS,09:50 am - 11:00 am,Paul Fisher,,None,MR
13964,AMST 290 - 01,Afro-Latinas/os in the U.S.,SBA,02:50 pm - 04:00 pm,Petra Rivera-Rideau,,None,MR
14154,AMST 296 - 01,Immigration & Diaspora,LL,09:50 am - 11:00 am,Kathleen Brogan,,None,TF
14173,AMST 299 - 01,Horror Films in America,ARS,06:30 pm - 09:00 pm; 02:15 pm - 03:25 pm,Vernon Shetley,,None,M; W
13965,AMST 317 - 01,Sem:Tpc: Real Barak Obama,None,02:15 pm - 04:45 pm,Michael Jeffries,,None,W
14160,AMST 319 - 01,"Sem:Religion,Law & Politics","HS, REP",09:50 am - 12:20 pm,Stephen Marini,,None,W
10946,ANTH 104 - 01,Intro Cultural/Social Anth,SBA,11:10 am - 12:20 pm,Susan Ellison,,None,MR
13647,ANTH 206 - 01,Archaeology,SBA,11:10 am - 12:20 pm,None,,None,TF
13966,ANTH 219 - 01,Balkan Cinema,SBA,06:00 pm - 08:30 pm,Anastasia Karakasidou,,None,R
14069,ANTH 239 - 01,Visual Culture of South Asia,"ARS, SBA",09:50 am - 11:00 am,Deborah Matzner,,None,TF
14070,ANTH 243 - 01,The (In)Visible Native America,SBA,09:50 am - 11:00 am,Adam Van Arsdale,,None,MR
13968,ANTH 245 - 01,Anthropology of Latin America,SBA,02:50 pm - 04:00 pm,Susan Ellison,,None,MR
12255,ANTH 301 - 01,Anthropological Theory,SBA,06:00 pm - 08:30 pm,Anastasia Karakasidou,,None,M
13969,ANTH 305 - 01,Ethnographic Film,SBA,01:30 pm - 04:00 pm,Deborah Matzner,,None,T
13970,ANTH 314 - 01,Human Biology and Society,SBA,01:30 pm - 02:40 pm,Adam Van Arsdale,,None,MR
11049,ARAB 101 - 01,Elementary Arabic,None,08:30 am - 09:40 am,Daniel Zitnick,,None,MTWR
11362,ARAB 101 - 02,Elementary Arabic,None,09:50 am - 11:00 am,Daniel Zitnick,,None,MTWR
11050,ARAB 201 - 01,Intermediate Arabic,None,08:30 am - 09:40 am,Rachid Aadnani,,None,MWR
11888,ARAB 201 - 02,Intermediate Arabic,None,09:50 am - 11:00 am,Rachid Aadnani,,None,MWR
13971,ARAB 301 - 01,Advanced Arabic I,LL,01:30 pm - 04:00 pm,Daniel Zitnick,,None,W
13246,ARTH 100 - 01,Intro: Art and its Histories,ARS,11:10 am - 12:20 pm,Kimberly Cassibry,,None,MR
10171,ARTH 100 - 02,Intro: Art and its Histories,ARS,01:30 pm - 02:40 pm,Patricia Berman,,None,MR
13840,ARTH 100 - 03,Intro: Art and its Histories,ARS,09:50 am - 11:00 am,Heping Liu,,None,TF
13598,ARTH 200 - 01,Architecture & Urban Form,ARS,02:15 pm - 04:45 pm,Alice Friedman,,None,W
13972,ARTH 218 - 01,Painting i/Netherlands 15C&16C,ARS,11:10 am - 12:20 pm,Margaret Carroll,,None,TF
13973,ARTH 241 - 01,Egyptian Art & Archaeology,ARS,02:15 pm - 04:45 pm,Rita Freed,,None,W
13974,ARTH 248 - 01,Chinese Painting,ARS,08:30 am - 09:40 am,Heping Liu,,None,MR
13975,ARTH 251 - 01,"Renaissance Italy, 1300-1500",ARS,01:30 pm - 02:40 pm,Jacqueline Musacchio,,None,MR
13976,ARTH 289 - 01,19th-Century European Art,ARS,08:30 am - 09:40 am,Elizabeth Oliver,,None,TF
14072,ARTH 313 - 01,Sem: Eurasia,ARS,09:50 am - 12:20 pm,Elizabeth Oliver,,None,R
14071,ARTH 317 - 01,Historic Preservation,ARS,09:50 am - 12:20 pm,Martha McNamara,,None,W
13977,ARTH 331 - 01,"Sem:Tpc:Virtue, Vice, Violence",ARS,02:50 pm - 05:20 pm,Margaret Carroll,,None,R
13978,ARTH 335 - 01,Sem:Tpc: Postwar Modern,ARS,01:30 pm - 04:00 pm,Patricia Berman,; Martin Brody; Alice Friedman,None,T
14206,ARTH 343 - 01,Sem: Roman Monuments,ARS,06:00 pm - 08:30 pm,Kimberly Cassibry,,None,R
13979,ARTH 364 - 01,Women Filmmakers,ARS,09:50 am - 12:20 pm,Salem Mekuria,,None,W
13982,ARTS 105 - 01,Drawing I,ARS,09:50 am - 12:20 pm,Andrew Mowbray,,None,MR
10413,ARTS 105 - 02,Drawing I,ARS,02:50 pm - 05:20 pm,Phyllis McGibbon,,None,MR
10162,ARTS 108 - 01,Photography I,ARS,01:30 pm - 04:00 pm,David Kelley,,None,MR
14074,ARTS 111 - 01,Color Theory,ARS,09:50 am - 12:20 pm,None,,None,TF
11256,ARTS 113 - 01,3-D Design,ARS,09:50 am - 12:20 pm,Carlos Dorrien,,None,TF
10121,ARTS 165 - 01,Intro Film & Video Production,ARS,09:50 am - 12:20 pm,Sarah Peck,,None,TF
10617,ARTS 207 - 01,Sculpture I,ARS,01:30 pm - 04:00 pm,Carlos Dorrien,,None,TF
13654,ARTS 208 - 01,Interm Digital Photography,ARS,09:50 am - 12:20 pm,David Kelley,,None,MR
11430,ARTS 218 - 01,Intro Painting,ARS,01:30 pm - 04:00 pm,None,,None,TF
14075,ARTS 223 - 01,Alternative Print Methods,None,06:30 pm - 09:00 pm,Phyllis McGibbon,,None,TR
13607,ARTS 255 - 01,Dynamic Interface Design,ARS,09:50 am - 12:20 pm,David Olsen,,None,TF
13608,ARTS 265 - 01,Intermed Video Production,ARS,01:30 pm - 05:20 pm,Salem Mekuria,,None,M
11591,ARTS 314 - 01,Advanced Drawing,ARS,02:15 pm - 03:25 pm; 08:30 am - 12:20 pm,Daniela Rivera,,None,W; W
13980,ARTS 321 - 01,Advanced New Media,ARS,01:30 pm - 04:00 pm,David Olsen,,None,TF
14180,ARTS 324 - 01,The Gap Between 2D and 3D,ARS,01:30 pm - 04:00 pm,Andrew Mowbray,,None,MR
10776,ASTR 100 - 01,Life in the Universe,NPS,11:10 am - 12:20 pm,Wesley Watters,,None,MR
13656,ASTR 100 - 02,Life in the Universe,NPS,01:30 pm - 02:40 pm,Wesley Watters,,None,MR
10003,ASTR 101 - 01,"Intro to Stars,Galaxies,Cosmol","MM, NPS",11:10 am - 12:20 pm,Richard French,,None,TF
12207,ASTR 102 - 01,LAB: Intro to Astronomy,None,07:30 pm - 09:30 pm,Stephen Slivan,,None,T
12232,ASTR 102 - 02,LAB: Intro to Astronomy,None,09:30 pm - 11:30 pm,Stephen Slivan,,None,T
12233,ASTR 102 - 03,LAB: Intro to Astronomy,None,07:30 pm - 09:30 pm,Stephen Slivan,,None,W
12234,ASTR 102 - 04,LAB: Intro to Astronomy,None,09:30 pm - 11:30 pm,Stephen Slivan,,None,W
12235,ASTR 102 - 05,LAB: Intro to Astronomy,None,07:30 pm - 09:30 pm,Stephen Slivan,,None,R
14144,ASTR 120 - 01,Planetary Habitability w/Lab,"MM, NPS",01:30 pm - 04:00 pm,Kim McLeod,; Daniel Brabander,None,MR
13131,ASTR 206 - 01,Astronomical Techniq I w/Lab,"MM, QRF, NPS",01:30 pm - 02:40 pm,Kim McLeod,,None,TF
13657,ASTR 301 - 01,Sem:Tpc: Stellar Evolution,NPS,None,None,,None,None
13983,ASTR 311 - 01,Advanced Astrophysics,"MM, NPS",09:50 am - 11:00 am,Richard French,,None,MR
12268,BIOC 219 - 01,Genetics w/Lab,NPS,11:10 am - 12:20 pm,Andrew Webb,; Andrea Sequeira,None,TF
12269,BIOC 219 - L01,LAB: Genetics,NPS,01:30 pm - 05:00 pm,Melissa Beers,,None,M
12270,BIOC 219 - L02,LAB: Genetics,NPS,12:30 pm - 04:00 pm,Leah Okumura,,None,T
12271,BIOC 219 - L03,LAB: Genetics,NPS,02:15 pm - 05:45 pm,Leah Okumura,,None,W
12272,BIOC 219 - L04,LAB: Genetics,NPS,01:00 pm - 04:30 pm,Melissa Beers,,None,R
12273,BIOC 219 - L05,LAB: Genetics,NPS,01:00 pm - 04:30 pm,Andrea Sequeira,,None,F
12227,BIOC 320 - 01,Adv Biophysical Chemistry Lab,NPS,11:10 am - 12:20 pm,Elizabeth Oakes,,None,R
13299,BIOC 320 - L01,LAB: Adv Biophysical Chemistry,NPS,01:30 pm - 05:00 pm,Elizabeth Oakes,,None,M
13300,BIOC 320 - L02,LAB: Adv Biophysical Chemistry,NPS,12:30 pm - 04:00 pm,Elizabeth Oakes,,None,T
13134,BIOC 323 - 01,Advanced Biochemistry,NPS,08:30 am - 09:40 am,Megan Nunez,,None,TWF
13769,BISC 101 - 01,FYS: Sci of Female/Male Diff,NPS,09:50 am - 11:00 am,Martina Koniger,; Paul Reisberg,None,MR
11343,BISC 105 - 01,Stem Cells:New in Biomed,NPS,09:50 am - 11:00 am,Kimberly O'Donnell,,None,TF
10244,BISC 109 - 01,Human Biology w/Lab,"NPS, QRF",09:50 am - 11:00 am,David Ellerby,; Christa Skow,None,MR
10219,BISC 109 - L01,LAB: Human Biology,"NPS, QRF",01:30 pm - 05:00 pm,Christa Skow,,None,M
10259,BISC 109 - L02,LAB: Human Biology,"NPS, QRF",12:30 pm - 04:00 pm,Tess Killpack,,None,T
10238,BISC 109 - L03,LAB: Human Biology,"NPS, QRF",02:15 pm - 05:45 pm,Christa Skow,,None,W
10248,BISC 109 - L04,LAB: Human Biology,"NPS, QRF",01:00 pm - 04:30 pm,Tess Killpack,,None,R
10521,BISC 110 - 01,Intro Cellular Biology w/Lab,NPS,09:50 am - 11:00 am,Adam Matthews,,None,MR
10524,BISC 110 - 02,Intro Cellular Biology w/Lab,NPS,09:50 am - 11:00 am,None,,None,TF
10522,BISC 110 - L01,LAB: BISC 110 & 112,NPS,01:30 pm - 05:00 pm,Julie Roden,,None,M
10523,BISC 110 - L02,LAB: BISC 110 & 112,NPS,06:00 pm - 09:30 pm,Martina Koniger,,None,M
10525,BISC 110 - L03,LAB: BISC 110 & 112,NPS,12:30 pm - 04:00 pm,Julie Roden,,None,T
11391,BISC 110 - L05,LAB: BISC 110 & 112,NPS,06:00 pm - 09:30 pm,None,,None,R
13959,BISC 110 - L06,LAB: BISC 110 & 112,NPS,01:00 pm - 04:30 pm,Adam Matthews,,None,F
10207,BISC 111 - 01,Intro Organismal Biology w/Lab,"NPS, QRF",09:50 am - 11:00 am,Heather Mattila,,None,MR
10261,BISC 111 - 02,Intro Organismal Biology w/Lab,"NPS, QRF",08:30 am - 09:40 am,Jeffrey Hughes,,None,TF
10225,BISC 111 - L01,LAB: BISC 111 & 113,"NPS, QRF",01:30 pm - 05:00 pm,Janet McDonough,,None,M
10253,BISC 111 - L02,LAB: BISC 111 & 113,"NPS, QRF",12:30 pm - 04:00 pm,Janet McDonough,,None,T
10224,BISC 111 - L03,LAB: BISC 111 & 113,"NPS, QRF",06:00 pm - 09:30 pm,Jeffrey Hughes,,None,T
10263,BISC 111 - L04,LAB: BISC 111 & 113,"NPS, QRF",02:15 pm - 05:45 pm,Tess Killpack,,None,W
12328,BISC 111 - L06,LAB: BISC 111 & 113,"NPS, QRF",01:00 pm - 04:30 pm,Tess Killpack,,None,F
11628,BISC 112 - 01,Expl Cellular Bio w/Lab,NPS,11:10 am - 12:20 pm,Yuichiro Suzuki,,None,M
11629,BISC 112 - 02,FYS: Expl Cellul Bio w/Lab,NPS,11:10 am - 12:20 pm,Yuichiro Suzuki,,None,R
11684,BISC 112 - L01,LAB: BISC 110 & 112,NPS,01:30 pm - 05:00 pm,Julie Roden,,None,M
11685,BISC 112 - L02,LAB: BISC 110 & 112,NPS,06:00 pm - 09:30 pm,Martina Koniger,,None,M
11686,BISC 112 - L03,LAB: BISC 110 & 112,NPS,12:30 pm - 04:00 pm,Julie Roden,,None,T
11687,BISC 112 - L04,FYS LAB: BISC 112,NPS,01:00 pm - 04:30 pm,Leah Okumura,,None,R
11688,BISC 112 - L05,LAB: BISC 110 & 112,NPS,06:00 pm - 09:30 pm,None,,None,R
11841,BISC 112 - L06,LAB: BISC 110 & 112,NPS,01:00 pm - 04:30 pm,Adam Matthews,,None,F
11630,BISC 113 - 01,FYS: Expl Organismal Bio w/Lab,"NPS, QRF",11:10 am - 12:20 pm,Heather Mattila,,None,M
11631,BISC 113 - 02,Expl Organismal Bio w/Lab,"NPS, QRF",11:10 am - 12:20 pm,Heather Mattila,,None,R
11689,BISC 113 - L01,LAB: BISC 111 & 113,"NPS, QRF",01:30 pm - 05:00 pm,Janet McDonough,,None,M
11690,BISC 113 - L02,LAB: BISC 111 & 113,"NPS, QRF",12:30 pm - 04:00 pm,Janet McDonough,,None,T
11691,BISC 113 - L03,LAB: BISC 111 & 113,"NPS, QRF",06:00 pm - 09:30 pm,Jeffrey Hughes,,None,T
11692,BISC 113 - L04,LAB: BISC 111 & 113,"NPS, QRF",02:15 pm - 05:45 pm,Tess Killpack,,None,W
11693,BISC 113 - L05,FYS: LAB: BISC 113,"NPS, QRF",01:00 pm - 04:30 pm,Jocelyne Dolce,,None,R
11838,BISC 113 - L06,LAB: BISC 111 & 113,"NPS, QRF",01:00 pm - 04:30 pm,Tess Killpack,,None,F
14165,BISC 116 - 01,Intro Integ Chem Bio w/Lab,", NPS",11:10 am - 12:20 pm; 01:30 pm - 03:00 pm,John Goss,,None,TF; F
14167,BISC 116 - L01,LAB: Intro Integ Chem Bio,", NPS",08:30 am - 12:00 pm,Melissa Beers,,None,W
14168,BISC 116 - L02,LAB: Intro Integ Chem Bio,", NPS",02:15 pm - 05:45 pm,Melissa Beers,,None,W
10227,BISC 201 - 01,Ecology w/Lab,"NPS, QRF",08:30 am - 09:40 am,Nicholas Rodenhouse,,None,MR
10257,BISC 201 - L01,LAB: Ecology,"NPS, QRF",01:30 pm - 05:00 pm,Marcia Thomas,,None,M
10250,BISC 203 - 01,Comp Phys/Anat Verte w/Lab,NPS,11:10 am - 12:20 pm,John Cameron,; Emily Buchholtz,None,MR
10233,BISC 203 - L01,LAB: Comp Phys/Anat Verte,NPS,01:30 pm - 05:00 pm,Jocelyne Dolce,,None,M
10221,BISC 203 - L02,LAB: Comp Phys/Anat Verte,NPS,12:30 pm - 04:00 pm,Emily Buchholtz,,None,T
11429,BISC 203 - L03,LAB: Comp Phys/Anat Verte,NPS,02:15 pm - 05:45 pm,Jocelyne Dolce,,None,W
12628,BISC 209 - 01,Microbiology w/Lab,NPS,09:50 am - 11:00 am,None,,None,TF
12629,BISC 209 - L01,LAB: Microbiology,NPS,02:15 pm - 05:45 pm,Janet McDonough,,None,W
12630,BISC 209 - L02,LAB: Microbiology,NPS,01:00 pm - 04:30 pm,Julie Roden,,None,R
10222,BISC 210 - 01,Marine Biology w/Lab,NPS,11:10 am - 12:20 pm,Jeffrey Hughes,,None,TF
10231,BISC 210 - L01,LAB: Marine Biology,NPS,01:00 pm - 04:30 pm,Jeffrey Hughes,,None,R
10211,BISC 219 - 01,Genetics w/Lab,NPS,11:10 am - 12:20 pm,Andrew Webb,; Andrea Sequeira,None,TF
10251,BISC 219 - L01,LAB: Genetics,NPS,01:30 pm - 05:00 pm,Melissa Beers,,None,M
10228,BISC 219 - L02,LAB: Genetics,NPS,12:30 pm - 04:00 pm,Leah Okumura,,None,T
10245,BISC 219 - L03,LAB: Genetics,NPS,02:15 pm - 05:45 pm,Leah Okumura,,None,W
10217,BISC 219 - L04,LAB: Genetics,NPS,01:00 pm - 04:30 pm,Melissa Beers,,None,R
10242,BISC 219 - L05,LAB: Genetics,NPS,01:00 pm - 04:30 pm,Andrea Sequeira,,None,F
13984,BISC 307 - 01,Tpc: Ecosystem Ecology w/Lab,NPS,09:50 am - 11:00 am,Jaclyn Matthes,,None,TF
13988,BISC 307 - L01,LAB: Adv Topics Ecology,NPS,01:00 pm - 04:30 pm,Jaclyn Matthes,,None,F
12063,BISC 311 - 01,Evol. Devel Bio w/lab,NPS,09:50 am - 11:00 am,Yuichiro Suzuki,,None,TF
12064,BISC 311 - L01,LAB:Evol Devel Biology,NPS,01:00 pm - 04:30 pm,Yuichiro Suzuki,,None,R
14222,BISC 315 - 01,Neuroendocrinology w/Lab,"EC, NPS",09:50 am - 11:00 am,Marc Tetel,,None,TF
14223,BISC 315 - L01,LAB: Neuroendocrinology,"EC, NPS",12:30 pm - 04:00 pm,Marc Tetel,,None,T
13331,BISC 316 - 01,Molecular Genetics w/Lab,NPS,11:10 am - 12:20 pm,T. Kaye Peterman,,None,TF
13332,BISC 316 - L01,LAB: Molecular Genetics,NPS,12:30 pm - 04:00 pm,T. Kaye Peterman,,None,T
11274,BISC 334 - 01,Sem: The Biology of Stem Cells,NPS,09:50 am - 12:20 pm,Kimberly O'Donnell,,None,W
12635,BISC 336 - 01,Sem: Immunology,NPS,09:50 am - 12:20 pm,Adam Matthews,,None,W
12636,BISC 338 - 01,Sem: Biology of Social Insects,NPS,02:15 pm - 04:45 pm,Heather Mattila,,None,W
12798,BISC 340 - 01,CSPW: Biology in the News,NPS,01:30 pm - 04:00 pm,Martina Koniger,,None,F
14078,BISC 348 - 01,Sem: Muscle and Movement,NPS,01:30 pm - 04:00 pm,David Ellerby,,None,M
11578,CAMS 101 - 01,Intro-Cinema&MediaStudies,ARS,11:10 am - 12:20 pm; 07:00 pm - 09:30 pm,Winifred Wood,,None,MR; T
13306,CAMS 105 - 01,FYS: 21st Century Cinema,ARS,02:50 pm - 04:00 pm; 07:00 pm - 09:30 pm,Maurizio Viano,,None,MR; R
11411,CAMS 135 - 01,Intro Film & Video Production,ARS,09:50 am - 12:20 pm,Sarah Peck,,None,TF
11412,CAMS 138 - 01,Photography I,ARS,01:30 pm - 04:00 pm,David Kelley,,None,MR
12642,CAMS 202 - 01,Between Magic and Reality,ARS,07:00 pm - 09:30 pm; 03:35 pm - 06:05 pm,Maurizio Viano,,None,M; W
14146,CAMS 203 - 01,Chinese Cinema (in Eng),"ARS, LL",04:10 pm - 05:20 pm; 06:30 pm - 09:30 pm,Mingwei Song,,None,M; W
13986,CAMS 222 - 01,Documentary Film and Media,ARS,11:10 am - 01:20 pm; 11:10 am - 12:20 pm,Winifred Wood,,None,T; F
12644,CAMS 234 - 01,The Art of Screenwriting,"ARS, LL",09:50 am - 12:20 pm,Margaret Cezair-Thompson,,None,W
13644,CAMS 235 - 01,Intermed Video Production,ARS,01:30 pm - 05:20 pm,Salem Mekuria,,None,M
13655,CAMS 238 - 01,Interm Digital Photography,ARS,09:50 am - 12:20 pm,David Kelley,,None,MR
13643,CAMS 255 - 01,Dynamic Interface Design,ARS,09:50 am - 12:20 pm,David Olsen,,None,TF
14177,CAMS 300 - 01,Listening to Film,ARS,09:50 am - 11:00 am,Martin Brody,,None,TF
13816,CHEM 101 - 01,FYS: Sci of Female/Male Diff,NPS,09:50 am - 11:00 am,Martina Koniger,; Paul Reisberg,None,MR
11003,CHEM 105 - 01,Fundamentals Chemistry w/Lab,"MM, NPS",08:30 am - 09:40 am,Carla Verschoor,,None,TWF
11004,CHEM 105 - 02,Fundamentals Chemistry w/Lab,"MM, NPS",09:50 am - 11:00 am,Carla Verschoor,,None,TWF
11005,CHEM 105 - 03,Fundamentals Chemistry w/Lab,"MM, NPS",11:10 am - 12:20 pm,Peter Sandusky,,None,TWF
11006,CHEM 105 - L01,LAB:Fundamentals Chemistry,"MM, NPS",01:30 pm - 05:00 pm,Nancy Mukundan,,None,M
11007,CHEM 105 - L02,LAB:Fundamentals Chemistry,"MM, NPS",01:30 pm - 05:00 pm,Peter Sandusky,,None,M
11008,CHEM 105 - L03,LAB: Fundamentals Chemistry,"MM, NPS",12:30 pm - 04:00 pm,Nancy Mukundan,,None,T
11009,CHEM 105 - L04,LAB:Fundamentals Chemistry,"MM, NPS",02:15 pm - 05:45 pm,Nicholas Doe,,None,W
11010,CHEM 105 - L05,LAB:Fundamentals Chemistry,"MM, NPS",01:30 pm - 05:00 pm,Peter Sandusky,,None,R
11268,CHEM 105 - L06,LAB: Fundamentals Chemistry,"MM, NPS",12:30 pm - 04:00 pm,Nicholas Doe,,None,F
11980,CHEM 105P - 01,Fundamentals of Chem w/Lab,"MM, NPS",11:10 am - 12:20 pm,Julia Miwa,,None,MTWRF
12005,CHEM 105P - L01,LAB: Fundamentals of Chem,"MM, NPS",01:30 pm - 05:00 pm,Amanda McCarthy,,None,R
14169,CHEM 116 - 01,Intro Integ Chem Bio w/Lab,", NPS",09:50 am - 11:00 am,Mala Radhakrishnan,,None,TF
10063,CHEM 120 - 01,Intensive Intro Chem w/Lab,"MM, QRF, NPS",08:30 am - 09:40 am,Christopher Arumainayagam,,None,MTWF
10011,CHEM 120 - L01,LAB: Intensive Intro Chem,"MM, QRF, NPS",02:15 pm - 05:45 pm,Paul Reisberg,,None,W
10108,CHEM 120 - L02,LAB: Intensive Intro Chem,"MM, QRF, NPS",01:30 pm - 05:00 pm,Paul Reisberg,,None,R
11126,CHEM 205 - 01,Chemical Analy & Equilib w/Lab,"MM, QRF, NPS",08:30 am - 09:40 am,Rachel Stanley,,None,MWR
11258,CHEM 205 - 02,Chemical Analy & Equilib w/Lab,"MM, QRF, NPS",09:50 am - 11:00 am,Rachel Stanley,,None,MWR
11127,CHEM 205 - L01,LAB:Chemical Analy & Equilib,"MM, QRF, NPS",01:30 pm - 05:00 pm,Amanda McCarthy,,None,M
11128,CHEM 205 - L02,LAB: Chemical Analy & Equilib,"MM, QRF, NPS",12:30 pm - 04:00 pm,Amanda McCarthy,,None,T
11259,CHEM 205 - L03,LAB:Chemical Analy & Equilib,"MM, QRF, NPS",02:15 pm - 05:45 pm,Nancy Mukundan,,None,W
10087,CHEM 211 - 01,Organic Chemistry I w/Lab,NPS,08:30 am - 09:40 am,Michael Hearn,,None,MWR
10114,CHEM 211 - 02,Organic Chemistry I w/Lab,NPS,09:50 am - 11:00 am,None,,None,MWR
11316,CHEM 211 - 03,Organic Chemistry I w/Lab,NPS,11:10 am - 12:20 pm,Dora Carrico-Moniz,,None,MWR
10025,CHEM 211 - L01,LAB: Organic Chemistry I,NPS,01:30 pm - 05:00 pm,Donna Trainor,,None,M
10050,CHEM 211 - L02,LAB: Organic Chemistry I,NPS,12:30 pm - 04:00 pm,Donna Trainor,,None,T
10106,CHEM 211 - L03,LAB: Organic Chemistry I,NPS,01:30 pm - 05:00 pm,None,,None,R
10053,CHEM 211 - L04,LAB: Organic Chemistry I,NPS,02:15 pm - 05:45 pm,None,,None,W
10049,CHEM 211 - L05,LAB: Organic Chemistry I,NPS,01:30 pm - 05:00 pm,Geraldine Echebiri,,None,R
10415,CHEM 211 - L06,LAB: Organic Chemistry I,NPS,12:30 pm - 04:00 pm,None,,None,F
13844,CHEM 211 - L07,LAB: Organic Chemistry I,NPS,12:30 pm - 04:00 pm,Donna Trainor,,None,F
11129,CHEM 212 - 01,Organic Chemistry II w/Lab,NPS,09:50 am - 11:00 am,Dora Carrico-Moniz,,None,MWR
12759,CHEM 212 - 02,Organic Chemistry II w/Lab,NPS,11:10 am - 12:20 pm,Michael Hearn,,None,MWR
11131,CHEM 212 - L01,LAB: Organic Chemistry II,NPS,01:30 pm - 05:00 pm,Adrian Huang,,None,M
11132,CHEM 212 - L02,LAB: Organic Chemistry II,NPS,02:15 pm - 05:45 pm,Adrian Huang,,None,W
12760,CHEM 212 - L03,LAB: Organic Chemistry II,NPS,12:30 pm - 04:00 pm,Nicholas Doe,,None,T
12761,CHEM 212 - L04,LAB: Organic Chemistry II,NPS,12:30 pm - 04:00 pm,Adrian Huang,,None,F
11133,CHEM 222 - 01,Intro to Biochemistry w/Lab,NPS,11:10 am - 12:20 pm,Megan Nunez,,None,TWF
11134,CHEM 222 - L01,LAB:Intro to Biochemistry,NPS,01:30 pm - 05:00 pm,Mona Hall,,None,R
12068,CHEM 222 - L02,LAB:Intro to Biochemistry,NPS,12:30 pm - 04:00 pm,Mona Hall,,None,F
13987,CHEM 222 - L03,LAB: Intro to Biochemistry,NPS,02:15 pm - 05:45 pm,Elizabeth Oakes,,None,W
12067,CHEM 306 - 01,Sem:Tpc:CSPW: Adv in Chem Bio,NPS,01:30 pm - 04:00 pm,Donald Elmore,,None,R
12228,CHEM 320 - 01,Adv Biophysical Chemistry Lab,NPS,11:10 am - 12:20 pm,Elizabeth Oakes,,None,R
13297,CHEM 320 - L01,LAB: Adv Biophysical Chemistry,NPS,01:30 pm - 05:00 pm,Elizabeth Oakes,,None,M
13298,CHEM 320 - L02,LAB: Adv Biophysical Chemistry,NPS,12:30 pm - 04:00 pm,Elizabeth Oakes,,None,T
13139,CHEM 323 - 01,Advanced Biochemistry,NPS,08:30 am - 09:40 am,Megan Nunez,,None,TWF
12222,CHEM 330 - 01,Physical Chemistry I with Lab,"MM, QRF, NPS",09:50 am - 11:00 am,Christopher Arumainayagam,,None,TWF
12241,CHEM 330 - L01,LAB: Physical Chemistry I,"MM, QRF, NPS",12:30 pm - 04:00 pm,Geraldine Echebiri,,None,T
12242,CHEM 330 - L02,LAB: Physical Chemistry I,"MM, QRF, NPS",02:15 pm - 05:45 pm,Geraldine Echebiri,,None,W
12290,CHEM 330 - L03,LAB: Physical Chemistry I,"MM, QRF, NPS",12:30 pm - 04:00 pm,Geraldine Echebiri,,None,F
13850,CHEM 330X - 01,Physical Chemistry,NPS,09:50 am - 11:00 am,Christopher Arumainayagam,,None,TWF
10611,CHEM 361 - 01,Analytical Chemistry w/Lab,"NPS, QRF",01:30 pm - 04:30 pm,Nolan Flynn,,None,MR
13761,CHEM 361 - 02,Analytical Chemistry w/Lab,"NPS, QRF",01:00 pm - 04:00 pm,Nolan Flynn,,None,TF
10512,CHIN 101 - 01,Beginning Chinese I,None,08:30 am - 09:40 am,Qiuyan Tang,,None,MTRF
10513,CHIN 101 - 02,Beginning Chinese I,None,09:50 am - 11:00 am,Qiuyan Tang,,None,MTRF
11406,CHIN 103 - 01,Advanced Beginning Chinese I,None,09:50 am - 11:00 am,Weina Zhao,,None,MWR
11622,CHIN 103 - 02,Advanced Beginning Chinese I,None,11:10 am - 12:20 pm,Weina Zhao,,None,MWR
10514,CHIN 201 - 01,Intermediate Chinese I,None,11:10 am - 12:20 pm,Dai Chen,,None,MTRF
10515,CHIN 201 - 02,Intermediate Chinese I,None,01:30 pm - 02:40 pm,Dai Chen,,None,MTRF
